run_id,batch_id,transaction_timestamp,payment_id,amount,card_network,card_isin,status,label,payment_type,co_badged_card_networks,is_eligible_for_debit_routing,saving_percentage,is_debit_routed,is_regulated
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:28.620Z,pay_1IxCwh1QsW7ZbmLyZx5j,19,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:30.507Z,pay_FZz4jpjm5y2mXT1uKD50,78,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:32.511Z,pay_oK27ncuTRyUhNvBQRfkZ,8,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:34.542Z,pay_sSrJcjUPog2PuM2a940y,99,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:36.746Z,pay_5dO38f3G7J2LxxjKjTxz,28,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.18,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:38.382Z,pay_L1BEPZQWrkvkYhVXTdi4,73,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,12,2025-06-18T09:30:40.001Z,pay_fg1hT11oFvmf7cVBowPW,67,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:22.648Z,pay_RzXKETfQpW9BDmYCoFoP,61,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:25.486Z,pay_GhhxNAV515u447Sv7eIB,5,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:27.340Z,pay_SXVuBHYVtDU4ReWU1BdP,20,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.1,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:29.111Z,pay_NpAZCHihiZh1GKcMwb4k,88,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:31.165Z,pay_fSdCUOovTggBRh9z2iZs,67,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:33.362Z,pay_zLK9EORaXhYSTC4HSmJz,30,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:35.280Z,pay_JxZAEqpVkeS1ZjNPSmfw,21,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.11,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:37.292Z,pay_jDPqGAfvJY0C7cssbDZu,80,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:39.157Z,pay_3w9z10MlZVxxX1PCiXaD,66,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.3,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,13,2025-06-18T09:30:41.266Z,pay_hwT9HVWztzFwVNayi4yq,25,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.16,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:22.649Z,N/A,93,N/A,N/A,"FAILED_HS_HTTP_HTTP 429: ""<!DOCTYPE html>\n<html>\n<head>\n  <title>Rate Limit Exceeded</title>\n</head>\n<body>\n  <h1>Rate Limit Exceeded</h1>\n  <p>Too Many Requests - You have exceeded the rate limit. Please try again aft",Unregulated Debit (Special),debit,N/A,No,0,N/A,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:23.888Z,pay_ZyM4qnfyiDyEu9LNzWo4,6,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:25.739Z,pay_7tdwdKLxeVePRaf5TIMB,2,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:27.552Z,pay_E7utAJB8D0p1tNsrKBx3,38,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:29.452Z,pay_m1ujoZnQB6E51F9YHizw,16,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:31.430Z,pay_oICoA3cJl4bRJ7JhUuAJ,6,Visa,400003,succeeded,Global Cheaper (Special),debit,"VISA, PULSE, NYCE",Yes,0,No,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:33.400Z,pay_uZSJjl2sMunMVac7mOtI,80,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.39,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:35.370Z,pay_12fxrm9XqDa7BPamIepW,2,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,5.75,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:37.292Z,pay_q0b0V5ZJIo3fMBUP4EY9,47,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.26,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,14,2025-06-18T09:30:39.183Z,pay_69I4HdMC7zl1XcaCuqjs,5,Visa,400003,succeeded,Global Cheaper (Special),debit,"VISA, PULSE, NYCE",Yes,0,No,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:22.649Z,pay_7SH1fswC6NRPAUr0K9go,34,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:25.850Z,pay_vgdgbyO8dexibdHunACf,72,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.4,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:27.594Z,pay_uZpBna5deZCpUZk0QRNj,44,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:29.565Z,pay_IEvSTYuARhqhSeRgCtu4,10,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:31.495Z,pay_T0XlntBPjyNtS476M7YI,62,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:32.999Z,pay_i5bJu9aCH8Nv9zJIT4G3,27,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:34.638Z,pay_yuO56oZKD4HLJNmO0ToH,9,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:36.846Z,pay_BasZxyF1gQFlrZ3cm045,84,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:38.854Z,pay_dsWHscvVo1OjFsjN2Dt0,98,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,15,2025-06-18T09:30:40.619Z,pay_vBu4nQf40VtPu5UTqH3Y,28,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:22.650Z,pay_wEFhXayUsDo4RcDfqGWq,91,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.32,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:25.596Z,pay_OrsFwYtVqyoUecmRc3on,97,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:27.404Z,pay_rlqbkvmDEWl58KIgXqfu,96,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:29.363Z,pay_SmzyrDF8MwYqAGIIwIal,91,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:31.365Z,pay_68mQRH4pKKERUtdfHWqz,72,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:33.263Z,pay_Zl4amnfkQAKxFeMKWvED,43,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:35.193Z,pay_yocikahZ93xAO8coICC1,2,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.29,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:37.292Z,pay_Rnwax7iuo7SpoXksApXz,24,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:39.156Z,pay_mRGhE4hNaa5uq4AGqkCN,63,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,16,2025-06-18T09:30:41.076Z,pay_elifSRJvkUcKQ8rU6D3f,57,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:22.651Z,pay_OodrkCrBR3KBilWNr9X3,80,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:26.517Z,pay_LDzaNLfYzmqhxvaeo1fq,69,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.3,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:28.722Z,pay_8NzrZit30MuJwgu0WDFk,2,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:30.858Z,pay_ODfq5UlqMjl9U4zNvnLI,54,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:32.669Z,pay_7R7F9Ay8LMz4zAPNWQE4,42,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:34.544Z,pay_9q6hbjvWSSNhWKxwsbR1,40,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:36.688Z,pay_mboVTfVs7to4XYQBTLLU,88,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:38.802Z,pay_HGKJR6BQfcGE0VB8cRpE,2,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.29,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:40.582Z,pay_pFP7JjtHHUUw2hJ81NbA,82,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,17,2025-06-18T09:30:42.868Z,pay_pf6Qrpqig9dmNZENH5Tm,28,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.18,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:22.651Z,pay_KorpouzjlhyvBBIGx07m,47,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.26,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:25.785Z,pay_XdJfr9azsIBHSM4Pvtd3,79,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:27.495Z,pay_Zj9vFslM6KEnOZtDKl7t,37,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:29.463Z,pay_5ZONzTj0uxYyeZiKAiEl,55,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:31.496Z,pay_L1VCFLAtu4YyieNPkhJB,83,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:33.385Z,pay_F37Q8CtJsgzW5zx6ZOmY,19,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:35.154Z,pay_dbNgRFLnvY5omqiNCIuQ,56,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:36.955Z,pay_MDeCA0QsDNvAjMWJk3bv,89,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.32,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:39.071Z,pay_pdZetOTWPXPRKPArbYed,75,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,18,2025-06-18T09:30:41.098Z,pay_7Vfad6EISAeRl1UofT0j,87,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:22.652Z,pay_1ofd4F3Fw80KcCFE25QM,69,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:25.296Z,pay_HS2wsd2s4nR2KnTQ31nn,96,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:27.342Z,pay_sYcEMQAaTGbczmkxx0II,99,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:29.213Z,pay_PDUu8Z1deCmzIIHu7C2b,1,Visa,400003,succeeded,Global Cheaper (Special),debit,"VISA, PULSE, NYCE",Yes,0,No,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:31.342Z,pay_8ygBVnVwwVDwd7boFGYw,38,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:33.331Z,pay_Nhdd9FuqZIJWTXQvtLt2,16,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.07,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:35.005Z,pay_kxaDiB1dJcM6lhtwUlxM,78,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:36.627Z,pay_XVxLykGNBC6rFhXIpguP,97,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:38.713Z,pay_3xLiNmE7jn1psVIkkGoc,88,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.37,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,19,2025-06-18T09:30:40.555Z,pay_CMB25dezgjs3rEcwRggo,86,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.32,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:22.653Z,N/A,41,N/A,N/A,"FAILED_HS_HTTP_HTTP 429: ""<!DOCTYPE html>\n<html>\n<head>\n  <title>Rate Limit Exceeded</title>\n</head>\n<body>\n  <h1>Rate Limit Exceeded</h1>\n  <p>Too Many Requests - You have exceeded the rate limit. Please try again aft",Regulated Debit,debit,N/A,No,0,N/A,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:23.875Z,pay_aX8KAyB5eXDWPqbwKqlQ,49,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:26.180Z,pay_WvGuSl0X6Hn5jV7cFNzo,50,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:28.425Z,pay_nfFUOa1vLrapi1qEUk7Q,94,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:30.303Z,pay_N21N3zXy9bMHqIJyAiwY,78,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:32.472Z,pay_ccvMRKTSCPAIzNAcslJP,42,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:34.354Z,pay_3HMRvZcbSkUABiY7jxmb,40,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.24,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:36.563Z,pay_cQivQOqQCANlRspKMxfl,30,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.62,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:38.756Z,pay_AyEHeo2KfZuTxQIBFakZ,15,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,0.98,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,20,2025-06-18T09:30:40.554Z,pay_rzvLDfCe4ZHLbVm4QSIW,14,Accel,500251,succeeded,Unregulated Debit,debit,"ACCEL, STAR, MASTERCARD",Yes,1.04,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:22.653Z,pay_F7ov53CE9nYmd2sGXVUq,54,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:24.970Z,pay_9s206p1I0v1x1k7vr60G,63,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:26.822Z,pay_wWTDbbAFJgWKUqMBf1CR,83,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:28.687Z,pay_wN5QIShnR3rLMbhwd60i,33,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:30.835Z,pay_7KT3Kopwgj0tp0DDsAwK,19,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:32.535Z,pay_GuJj2xLOhzUDgXIkyyQO,10,Star,440000,succeeded,Regulated Debit,debit,"STAR, VISA, ACCEL",Yes,0.09,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:34.480Z,pay_Gor1nYjJkUKRRco49GA2,67,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:36.817Z,pay_dqFn2tLxMEUteF8yp01L,62,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.29,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:38.844Z,pay_2jOQcapPMCwxTLHvvCVs,46,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.26,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,21,2025-06-18T09:30:40.671Z,pay_lQ1aNsQJKnLn71S2B8j4,60,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.29,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:22.654Z,pay_ZDwU3ZzlLMw5ghfc5XcH,19,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:26.129Z,pay_lZssrZoBXid1uhbvn4uH,54,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.1,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:28.084Z,pay_kbymzEWpXcmirI3kW6Ji,85,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:29.848Z,pay_tOvl76H8AIBgaAiWhUsB,45,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:31.758Z,pay_EspAjIYOYmxyA1DdmQ76,72,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:33.643Z,pay_QITIbpBD8WIOel6sPqrh,20,Star,440000,succeeded,Regulated Debit,debit,"STAR, ACCEL, VISA",Yes,0.06,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:35.280Z,pay_IkrwK1gKwvcuzZtHNwbj,2,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:36.992Z,pay_CDeQwVsZrjCRUBwuOWqG,90,Visa,411111,succeeded,Not Co-badged Debit,debit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:39.017Z,pay_C26JlXzXf1kHU57JBzta,32,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,22,2025-06-18T09:30:40.858Z,pay_TC2eq7nV6kI7UZbnbube,84,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:22.655Z,pay_SOS0kEoSwdphmFxqACxs,50,Nyce,400003,succeeded,Unregulated Debit (Special),debit,"NYCE, PULSE, VISA",Yes,0.27,Yes,false
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:25.708Z,pay_c2FC3q6nUxjmASlFeLal,37,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.08,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:27.731Z,pay_yH45iC9pFtOAoRdPyoPf,100,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.12,Yes,true
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:29.855Z,pay_o1nFNJKRLse76gXQrdaI,38,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:31.469Z,pay_xyWJVtnlz7MxFqzC0uK6,58,Mastercard,555555,succeeded,Credit,credit,N/A,No,0,No,N/A
8ad09564-3cd7-4419-9b22-8c4b11786c27,23,2025-06-18T09:30:33.112Z,pay_Y2vxWtECNFVUBxXkL9DI,68,Accel,440000,succeeded,Regulated Debit,debit,"ACCEL, STAR, VISA",Yes,0.11,Yes,true
